,商品名,商品説明,価格,URL,画像URL,出品者
46,MacBook Pro 13 2020 SSD512GB Windows,"MacBook Pro MWP42J/A 13インチ 2020年モデルTouch Bar搭載 SSD 512GB/メモリ16GB/第10世代2.0GHzクアッドコアIntel Core i5
【購入価格】277,000円（消費税込み）
【値下げOK】macとwindows両方使用できるため汎用性が高いです。

●スペースグレイ
●13.3インチ（2560＊1600ピクセル）Retinaディスプレイ ●Intel Core i5 2.0GHz（Quad Core） 第10世代 ●Intel Iris Plus Graphics ●メモリ16GB（オンボード） 3733MHz LPDDR4X ●SSD 512GB
●Touch Bar搭載
●Thunderbolt 3 (USB-C)4基
●720p Face Time HDカメラ
●通信機能802.11 a/b/g/n/ac, Bluetooth 5.0
●サイズ15.6*304.1*212.4mm 1.4Kg
●BootCamp Windows10 pro 64it インストール済
●付属品　専用充電ケーブル・アダプター(USB-TYPEC)
●最もパワフルな13インチMacBook。新しく第10世代のクアッドコアIntelプロセッサとMagic Keyboardを搭載しました。
・すり替え等のトラブル防止の為、返品は対応出来かねます。購入後のトラブルを避ける為、きちんと確認してからの購入でよろしくお願いいたします。
・動作確認済み。異常無し。綺麗に映ります。","67,260",https://jp.mercari.com/item/m60512569368,https://static.mercdn.net/item/detail/orig/photos/m60512569368_1.jpg?1722121972,yy
47,MacBook Pro 2020 8GB / 256GB,"シリーズ···Macbook Pro
　　　　　macOS Big Sur/バージョン11.6

ディスプレイサイズ···13インチ

Pro/モデル名···2020

チップ···M1

仕上げ···シルバー

メモリー··· 8G

ストレージ··· 256GB


---------------

とても綺麗な状態です。
動作の不具合もありません。
初期化済みです。

※箱、充電器セットはありません。
※返品不可
※現状、値下げをする予定はございまません。
ご了承ください。

丁寧に梱包させていただきます。
よろしくお願いします。","82,000",https://jp.mercari.com/item/m28831661776,https://static.mercdn.net/item/detail/orig/photos/m28831661776_1.jpg?1717493232,ひまわり
48,700)Apple MacBook Pro 13インチ 2020 Core i5,"2020年モデル! 700) Apple MacBook Pro 13インチ 2020 Core i5 1.4GHz/RAM16GB/SSD256GB(140700)

多少の擦れ・小傷がございます品です。
パームレスト部に一部色褪せがございます。
キーボードは一部にテカリがございます。
初期化済みでOSは最新版のMac OS 14 Sonomaです。
アクティベーションロック解除確認済みです。
動作は快調で、現状特に気になる点はございません。正常に使用できます。

動作確認のため下記の情報で初期化後に一度セットアップしております。

ユーザー名：USER
パスワード：1234

出品物は本体のみです。ACアダプターは別途ご用意ください。
USB TYPE-C接続です。

バッテリーは「正常」表示で充放電回数 259回で完全充電時の容量は3931mAhです。

＊バッテリーは出品掲載時の情報となります。出荷までにステータスや回数が変更となる可能性がございます。消耗部品につき保証対象外とさせていただいております。
＊液晶表示につきましては経年劣化による若干の色ムラ・照度ムラがある場合がございます。

商品到着後3日間を初期不良期間として対応させて頂きます。
底面に一箇所セキュリティシールを貼っております。剥がした場合は保証対応出来ませんので、動作確認が済むまで剥がさないようにご注意ください。

【商品スペック】
■メーカー：Apple
■商品名：MacBook Pro
■モニター：Retina 13.3 インチ （2560x1600）
■OS：Mac OS 14.5  Sonoma
■CPU：Core i5 1.4GHz 
■SSD：フラッシュストレージ 256GB
■メモリ：16GB
■グラフィック：Intel Iris Plus Graphics 645
■キーボード ： 日本語（JIS）配列 （バックライト付き）
■カラー：スペースグレイ

＊ご希望があれば下記のOfficeソフトをインストールして出荷させて頂きます。
LibreOffice（リブレオフィス）

Microsoft Office と互換性のあるオフィスソフトです。
Word/Excel/Powerpoint/Accessファイルを互換使用可能です。","58,600",https://jp.mercari.com/item/m16699119793,https://static.mercdn.net/item/detail/orig/photos/m16699119793_1.jpg?1718949908,mainn_1234
49,【美品】MacBook Pro 13インチ 2020 スペースグレイ,"MacBook Pro 13インチ 2020

＜スペック＞
・スペースグレイ
・1.4GHz クアッドコア Intel Core i5
・Retina 13.3インチ
・SSD：512GB
・メモリ：16GB
・充電数：167
・バッテリー状態：正常
・Thunderbolt 3（USB-C）ポート × 2
・Touch Bar と Touch ID


＜付属品＞
・MacBook Pro 純正アダプター （小傷あり）
・Apple純正USB-C充電ケーブル
・元箱

2020年6月にApple公式サイトにて購入。
写真10・11枚目の通り、
購入時より専用ケースに入れて使用していたため
本体に目立ったキズはなく、
キーボードにも不具合や陥没等はありません。

しかしながら、
細かなキズや見落とし等も可能性がありますので
中古品であることを予めご了承いただき
ご購入の検討をお願いいたします。

また、すり替え防止のため
いかなる場合も返品・キャンセルは
ご対応いたしかねます。

本体はすでに初期化済みで、
可能な限り最速で発送いたします。

気持ちの良いお取引き、
よろしくお願いいたします！

＊写真10・11枚目のケースは
角が割れてしまっているため付属しません。","79,900",https://jp.mercari.com/item/m54400112360,https://static.mercdn.net/item/detail/orig/photos/m54400112360_1.jpg?1723940460,LEO
50,MacBook Pro 2020 13インチ 1TB,"シリーズ···Macbook Pro

ディスプレイサイズ···13インチ

Pro/モデル名···2020

仕上げ···スペースグレイ

あんまり使ってなかったので出品しました。
充電回数100回ちょいであんまり使ってませんでした。
まだまだ使えます。
マウスとかその辺もお付けします。
箱とかはないです！画像の内容になります。

あんまりパソコン詳しくないので詳細は画像で確認してください！","64,600",https://jp.mercari.com/item/m46288653708,https://static.mercdn.net/item/detail/orig/photos/m46288653708_1.jpg?1717150823,藤田
51,"◆ジャンク品・本体のみ◆Apple MacBook Pro (13インチ, 2020, Thunderbolt 3ポート x 4)【i5・16GB・512GB】★充電不可 A2251 EMC3348/LT-JUNK-241537（244797）","★★★ACアダプタ（充電器）なしの商品です！！！！★★★

★★★★★★★★★★★★★★★★★★★

ジャンク品としての出品です。

記載以外にも不具合がある可能性がございます。
ジャンク品のため、商品詳細の個別問合せについてはご返答いたしかねます。

ご理解いただける方のみご購入ください。

★★★★★★★★★★★★★★★★★★★

ローカルにてユーザーアカウント[ user ] を作成済みです。
ログインパスワード：1111

★★★★★★★★★★★★★★★★★★★

★バッテリー異常（充電不可・修理サービス推奨）
★起動・動作が重い（遅い）
★中古品のため、キズ・汚れあり
のため、ジャンク品として出品いたします。

ACアダプタ（充電器）をつないだ状態でないと稼働しませんが
ACアダプタは付属しておりません。
※撮影時はACアダプタを接続しております
ご了承の上ご検討ください。

あくまでジャンク品でございますため、
【起動しない可能性がある】ことを含め、ご検討ください。
部品どりなどにどうぞ！

写真および説明文で状態をご確認の上、
ジャンク品であることをご理解いただける方のみご検討ください。
※写真に写しきれていないキズや汚れもございます。ご了承ください。

【 値下げ不可　値下げ交渉のご連絡はご返信いたしかねます】

■モデル
MacBookPro16,2
A2251
EMC 3348

■商品検査
弊社内にて業務用ソフトウェアにて検査済み

■商品仕様
商品詳細につきましては画像にてご確認ください。
なお、バッテリーにつきましては撮影時の情報となり、
到着時には多少低下している場合がございます。

技術仕様ページ/Technical Specifications
https://support.apple.com/kb/SP819?locale=ja_JP

※キーボードについて
英字キーボード/日本語キーボードのいずれかについては
必ず画像にてご確認ください。

■同梱物
なし

■状態
ジャンク品（記載のない不具合が生じる可能性あり/キズ・汚れあり）

■注意点
・商品詳細に関しましては公式ＨＰよりご覧ください。
・中古品とご理解いただける方のみご購入ください。
・お値引き等は受け付けておりません。
・起動確認しておりますが、お客様の環境での動作保証は出来かねます。
・複数商品をご注文時、同梱不可の場合はご注文後すぐに取引メッセージにてご連絡ください。
　ご連絡が当店で確認できない場合は、複数商品を同梱にて発送する場合がございます。
・返品特約につきましては、随時更新しておりますので必ず随時 ご購入前にご確認ください。
・複数店舗販売を行っておりますため、ご注文のタイミングによりましては
　在庫不足のため、キャンセルとさせていただく場合がございます。
　予めご了承ください。

■発送
・佐川急便 宅配便　による発送になります。（追跡番号有り）

■対応可能時間
平日のみ
10:00 - 16:30
上記日時以外は発送やご連絡の対応は出来かねますのでご了承ください。
（土日祝は対応不可）

ノートパソコン　ノートPC　Laptop　ラップトップ　Macbook　マックブック","42,800",https://jp.mercari.com/shops/product/cTnxUzJjYdW3nvMCNc8Nri,https://assets.mercari-shops-static.com/-/large/plain/cKjTDbsCj64MoPDCDq8MMm.jpg@jpg,プロフ必読★refurcom/リファコム
52,MacBook Pro M1(2020年) 13インチ,"MacBook Pro M1 2020年販売 13インチ

3年間ほど使用しましたが、新商品購入つにつき出品します。
本体、画面共に使用感ありますが、操作に不具合等はありません。（出品者は仕事に使用）

箱付き","70,000",https://jp.mercari.com/item/m90934849735,https://static.mercdn.net/item/detail/orig/photos/m90934849735_1.jpg?1719829573,Shurina
53,MacBook Pro 13-inch M1 2020 256GB SV,"使用しなくなったので出品します。
またMagic Mouse2もおつけします。

気軽に質問ください。

シリーズ···Macbook Pro

サイズ···13インチ

CPU···M1

メモリ···8GB

ストレージ種類···HDD

ストレージ種類···SSD

ストレージ容量···256GB","100,000",https://jp.mercari.com/item/m63553468313,https://static.mercdn.net/item/detail/orig/photos/m63553468313_1.jpg?1715928097,たちゅ
54,MacBook pro 2020年モデルi5 8G ssd256GB 13インチ,"こちらを読んでからコメントお願いします
申し訳ありませんが値下げ交渉無しでお願いします　関係ないコメントは誤認を生むため削除しますのでお許し下さい。

買い替えのため出品致します
購入が2022年4月　購入店大手家電店Joshin
使用期間　1年7ヶ月ほど使用
今はメンテの為に電源を入れたり消したりはしています

細かな傷などあります
モニターに細かな傷　（マジマジ見て探さないとわからない）
裏面に細かな傷　（探さないとわからない）
神経質な方は新品の方が良いかと思われます。
そこそこ美品かと思います

スペックは画面でお確かめ下さい
箱あり
充電器あり
故障不具合無し
⭐︎最新版のOS使えます⭐︎

完全充電時の容量　4307mhaとなります　放電回数498回　こちらはメンテのために充電してますので増えていきます

決定後初期化しますのでキャンセル無しでお願いします　データー移行と最終メンテナンスに2日頂きます

MacBookproは音楽制作に使用
室内保管　室内使用⭐︎タッチバー使えます⭐︎指紋認証機能あり

現在保管状況　完全放電させない為定期的な充電をしています

購入日2022年4月

OS···Mac OS

メモリ···8GB

ストレージ種類···SSD

ストレージ種類···HDD

ストレージ容量···256GB

ディスプレイ インチ···13

この商品は中古なので新品並みの品質を求められる方は申し込まないでください。また、購入後のクレームには対応できませんので買う前に質問下さい","66,000",https://jp.mercari.com/item/m21394195069,https://static.mercdn.net/item/detail/orig/photos/m21394195069_1.jpg?1706167856,kamome
55,【美品】 MacBook Pro 2020 256GB 8GB スペースグレイ,"ご覧頂きありがとうございます！

【美品】 MacBook Pro 2020 256GB 8GB スペースグレイ 

▶スペック
・スペースグレイ
・Retina 13.3インチ
・1.4GHzクアッドコアIntel Core i5
・SSD：256GB
・メモリ：8GB
・キーボード：JIS
・充放電：40回（Apple最大推奨値1000回）
・macOS：Sonoma

▶付属品
・Mac book pro 純正アダプター
・Apple純正USB-C充電ケーブル
・元箱

▶メモ
・Apple Diagnostics 異常なし
・工場出荷状態
・動作確認済
・アクティベーションロック解済
・目立ったキズやよごれなし

▶注意点
文章より写真を優先。
細かな傷や、見落としキズがある場合もございますが、中古品ということをご理解ください。

⭕️ほぼ即日発送
⭕️限定1台（他サイトでも出品中の為、取り下げる場合あり）
⭕️送料無料
⭕️ご安心ください！
整備や清掃、数十箇所に及ぶ動作確認、負荷テスト、査定等を行い、最適な状態にしてお届けいたします。


Intel 搭載MacBook Pro、M1 M2 搭載MacBook Air など出品中です！

アップル マック エアー プロ シルバー  zu PC MWP82J/A MYD92J/A MYDA2J/A MYDC2J/A  A2338 2021 2019 2018 MGN63J/A MGN93J/A MGND3J/A MGN73J/A MGNA3J/A MGNE3J/A 14


シリーズ...Macbook Pro
サイズ...13インチ","70,000",https://jp.mercari.com/item/m92224776011,https://static.mercdn.net/item/detail/orig/photos/m92224776011_1.jpg?1721178597,ほしお
56,MacBook Pro 2020 Core i5 16GB SSD512GB,"基本クラムシェルモード（本体を閉じてモニターに接続）して使用、キーボードやマウスもBluetoothで接続して使用していたため、かなり綺麗かと思います。
本体のキーボードにもキーボードカバーを付けて使用。

動画編集・・・Adobe premiere pro ,Final Cut   Pro Xで動画編集可能なスペック


◆スペック

・MacBook Pro 13.3インチ

・2.0Ghz クアッドコア Core i5

・16GB メモリ

・ストレージ512GB

◆付属品（２枚目の画像に写っているもの）

・MacBook Pro本体　×1

・C to Cケーブル　純正（未使用） ×1

・充電アダプター　純正（未使用） ×1

・説明書（未使用） ×1

・箱 ×1


◆状態

美品ではあると思いますが、一箇所小さな傷があります。（９枚目画像参照）

液晶とトラックパッドに、購入時から保護シートを貼ってあります。（そのままお送りします）

※非喫煙環境で使用
CPU...Intel Core i5
メモリ...16GB
ストレージ種類...SSD
ストレージ容量...512GB
サイズ...13インチ
シリーズ...Macbook Pro","77,800",https://jp.mercari.com/item/m95594020268,https://static.mercdn.net/item/detail/orig/photos/m95594020268_1.jpg?1716099050,用心棒
57,MacBook Pro 13インチ　2020 8GB 256GB,"MacBook Pro 13インチ　2020 8GB 256GB
シリーズ...Macbook Pro
サイズ...13インチ
CPU...Intel Core i5
メモリ...8GB
ストレージ種類...SSD
ストレージ容量...256GB

【内容】
充電器など付属品はすべてそろっております！
液晶画面に保護フィルムを張っているのと、キーボードカバーも付けます！キーボードカバーについては、アルコール消毒済みですが使用感のある色となっているため洗剤などで洗っても良いと思います。

【商品詳細】
日常のネットサーフィンなどで3年ほど使用しておりましたが、Windowsへと乗り換えた為出品致します。保護フィルムやキーボードカバーをしていたので、汚れとかはほとんどありませんが、さすがApple製品というべきか、傷がほとんどついてないですね！まだまだ息は長いと思います。

OSについては最新にアップデート済みになります。
使用していて気になるところは特にありません。

ご質問があればよろしくお願いいたします(^^)/","74,000",https://jp.mercari.com/item/m62741797768,https://static.mercdn.net/item/detail/orig/photos/m62741797768_1.jpg?1713875692,まき
58,超美品Retina 13 MacBook Pro 2020 Core i7,"超美品 Retina 13 MacBookPro 2020 Core i7 16G AppleSSD 512G 

メーカー名: Apple
型番: Retina MacBookPro 2020 スペースグレイ
CPU: 2.3GHzクアッドコア第10世代Intel Core i7（Turbo Boost使用時最大4.1GHz）
メモリ: 16GB LPDDR4X-3733MHz
ストレージ(SSD): AppleSSD 512G
グラフィックス: Intel Iris Plus Graphics 1536 MB
画面サイズ: Retina 13.3ワイド (解像度: 2560 x 1600ドット)
Wifi: Wifi内蔵
Webカメラ: カメラ内蔵
キーボード: JIS
Touch Bar: あり
Touch ID: あり
アクティベーションロック解除済み

OSシステム: macOS 

Apple mac OS & Microsoft Windows 11 Proが使用出来ます。Mac＆Windowsを切り替えて使用できます。Windows 11 Pro は仮想マシンとしてMacOSの下に稼働しているために、再起動せずにWindowsをご利用いただけます。


付属品:
Apple ACアダプター、Mac用USB対応プラグ
内蔵バッテリー (充放電回数: 118 回)

超美品です！動作確認済みです。
液晶は傷なく、発色も綺麗な状態です。
液晶コーティング剥もありません。

キーボード、バームレストとも綺麗な状態で、文字消えがありません。
細かい傷などがある場合はご容赦下さい。
中古品というご理解がある方のみ入札をお願いいたします。

初期化して発送いたします。
よろしくお願いいたします。","58,000",https://jp.mercari.com/item/m92943228946,https://static.mercdn.net/item/detail/orig/photos/m92943228946_1.jpg?1716711186,プロフみてくだされ！！
59,"MacBook Pro (13インチ, 2020)","MacBook Pro (13インチ, 2020, Thunderbolt 3ポート x 4)

中古品のためややへこみや傷がございます。
- モデル: MacBook Pro
- プロセッサ: 2 GHz クアッドコア Intel Core i5
- グラフィックス: Intel Iris Plus Graphics 1536 MB
- メモリ: 16 GB 3733 MHz LPDDR4X
- ストレージ: Macintosh HD
- OS: macOS 13.6.3

初期化済み
付属品はなく、本体のみになります。","40,000",https://jp.mercari.com/item/m81782184642,https://static.mercdn.net/item/detail/orig/photos/m81782184642_1.jpg?1726740760,しば
60,【ジャンク品】 MacBook Pro (13インチ、2020),"MacBook Pro (13インチ, 2020, Thunderbolt 3ポート x 2)
スペースグレイ


画面の左に亀裂が入っています。操作は可能です。
プロの方やスムーズなお取り引きができる方のみお願い致します。
画面ひび割れのため、バッテリー状態を確認することができません。
修理もしくは部品取りです。
クレーム等一切不可。返品不可。

画面サイズ···13インチ
製品年式···2020
CPU種類···1.4GHz Core i5
メモリ···8GB
SSD容量···256GB

【付属品】
・PC本体
・USB-Cケーブル
・ACアダプター","31,580",https://jp.mercari.com/item/m34007069362,https://static.mercdn.net/item/detail/orig/photos/m34007069362_1.jpg?1721820311,ベル
61,822)MacBook Pro 13インチ 2020 i7-16GB-512GB,"2020年 高速大容量!! 822) Apple MacBook Pro 13インチ 2020 Core i7 2.3GHz/RAM16GB/SSD512GB (140822)

ご覧いただきありがとうございます。
丁寧な対応を心掛けますので、どうぞ宜しくお願い致します。

多少の擦れ・小傷がございます品です。
キーボードは一部に若干のテカリがございます程度です。

初期化済みでOSは最新版のMac OS 14.5 Sonomaです。
アクティベーションロック解除確認済みです。
動作は快調で、現状特に気になる点はございません。正常に使用できます。

動作確認のため下記の情報で初期化後に一度セットアップしております。

ユーザー名：USER
パスワード：1234

出品物は本体と純正ACアダプター充電器、ケーブルです。

バッテリーは「正常」表示、充放電回数 434回、完全充電時の容量 4076mAhです。

＊バッテリーは出品掲載時の情報となります。出荷までにステータスや回数が変更となる可能性がございます。消耗部品につき保証対象外とさせていただいております。
＊液晶表示につきましては経年劣化による若干の色ムラ・照度ムラがある場合がございます。

商品到着後3日間を初期不良期間として対応させて頂きます。
底面に一箇所セキュリティシールを貼っております。剥がした場合は保証対応出来ませんので、動作確認が済むまで剥がさないようにご注意ください。


【商品スペック】
■メーカー：Apple
■商品名：MacBook Pro
■モニター：Retina 13.3 インチ （2560x1600）
■OS：Mac OS 14.5 Sonoma
■CPU：Core i7-2.3GHz
■SSD：フラッシュストレージ 512GB
■メモリ：16GB
■グラフィック：Intel Iris Plus Graphics
■キーボード ： 英語（US）配列 （バックライト付き）
■カラー：シルバー

＊ご希望があれば下記のOfficeソフトをインストールして出荷させて頂きます。
LibreOffice（リブレオフィス）

Microsoft Office と互換性のあるオフィスソフトです。
Word/Excel/Powerpoint/Accessファイルを互換使用可能です。","68,800",https://jp.mercari.com/item/m94487143710,https://static.mercdn.net/item/detail/orig/photos/m94487143710_1.jpg?1721366430,mainn_1234
62,MacBook Pro Retina 13インチ 16GB 1TB 2020年,"中古ということ、詳細をご覧いただき了承の方のみご入札ください。
※ヤマト運輸にてパソコン専用の梱包材にてお届けいたします。


2020発売
充放電回数7回正常

・動作確認ok、初期化済み
(写真の画面撮影後にから、すべてのコンテンツと設定を消去をしてあります。
Apple

・MacBook Pro Retinaディスプレイ 2000/13.3 MWP82J/A [シルバー]
2020mid

2.0GHzクアッドコア第10世代Intel Core i5プロセッサーと1TB SSDを搭載した13.3型MacBook Pro。「True Tone」搭載Retinaディスプレイ。
再設計されたシザーメカニズムと1mmのキーストロークでより安定感のある打鍵感を持つ「Magic Keyboard」を搭載し「Touch Bar」と「Touch ID」を装備。
グラフィックスにIntel Iris Plus Graphicsを搭載。4Kビデオ編集、画面の高速描画、ゲームプレイなどで前世代比最大80%すぐれた性能を発揮する。

・画面サイズ：13.3インチ　CPU：第10世代 Core i5/2GHz/4コア　ストレージ容量：SSD：1TB　メモリ容量：16GB

・状態 : OSは最新版になっています。2024年9月21日現在。写真の画面撮影後にから「すべてのコンテンツと設定を消去」しています。
使用は新品で購入[2022年12月]後、iTunesに曲を入れていたくらいで、ほぼ使っていません。
綺麗な状態です。
タッチバーの保護シールは新品のままはがしていません。
付属品は全てあり。本体以外(バッテリー、タイプCケーブル)は新品。
新品購入時にバッテリーを新品に変えてあります。（アップルストア）にて。

落札後、速やかに発送させていただきます。


- モデル: MacBook Pro
- 色: シルバー
- キーボード言語: 日本語
- 特長: バックライトキーボード
- 画面サイズ: 13インチ

Pro/モデル名···2020","80,900",https://jp.mercari.com/item/m37970928522,https://static.mercdn.net/item/detail/orig/photos/m37970928522_1.jpg?1726918564,29sports_
63,MacBook Pro 2020 13インチ i7 32GB 512GB,"本体の色はシルバーです。

CPU: Intel Core i7 2.3GHz
メモリ：32GB
ストレージ：512GB
バッテリー充放電回数: 300回（到着までに1回増える可能性があります。）

付属品：純正アップル61W充電器、USB-Cケーブル

動作に問題はありません。

Thunderbolt3×4

画面は綺麗です。
多少の小傷がありますが、全体的に綺麗な方だと思います。
探すをオフにして、アクティベーションロック解除済みです。

製品年式2020
シリーズMacBook Pro
画面サイズ13～14.4インチ
CPU種類Corei7
OSMac OS
メモリ32GB～
SSD容量512GB



 Pro





検索用
2015 2016 2017 2018 2019 2020
13インチ 14インチ 15インチ 16インチ
8gb 16gb 32gb 64gb 128gb 256gb 512gb 1tb
i5 i7 i9","88,600",https://jp.mercari.com/item/m13460268323,https://static.mercdn.net/item/detail/orig/photos/m13460268323_1.jpg?1723042979,はろる
64,MacBook Pro 2019,"2019年発売のMacBook Proです
・13インチ
・intel core i5 1.4GHzクアッドコア
・ストレージ128GB
・メモリ8GB
・カラー スペースグレイ

初期化済み
動作確認済み

付属品
電源コード

2020年5月に新品で購入し半年ほど使用した後、自宅で保管していました。","56,700",https://jp.mercari.com/item/m62308301549,https://static.mercdn.net/item/detail/orig/photos/m62308301549_1.jpg?1724591675,べいる
65,"MacBookPro 13-inch,2019,FourThunderbolt","MacBook Pro (13-inch, 2019, Four Thunderbolt 3 ports)
CPU：Intel Core i5
メモリ：8GB
SSD：256GB

2020年に購入しました。現在使用していないため出品します。
箱、充電器が付属します。付属品は写真のものが全てです。

目立たないですが小さな傷があるため、ご購入される際には写真をよくご確認下さい。
写真9枚目、10枚目に傷の写真も載せています。

気になる箇所があればコメントいただければ回答しますので、よろしくお願いします。

macOS Sonomaにて初期化済みです。","54,000",https://jp.mercari.com/item/m25509363758,https://static.mercdn.net/item/detail/orig/photos/m25509363758_1.jpg?1728231103,バウム
66,美品 MacBook Pro 2020 13インチ i5 16GB 512GB,"シリーズ...Macbook Pro
ディスプレイサイズ...13インチ
Pro/モデル名...2020
チップ...Core i5
仕上げ...スペースグレイ

■商品名：MacBook Pro
■型番：MWP42J/A 
■モニター：13.3インチ WQXGA (2560x1600)
■CPU：Core i5 2.0GHz クアッドコア
■SSD：512GB メモリ：16GB 
■充放電回数：86回
■付属品：本体、充電器、USB-Cケーブル
箱はございません

2021年4月購入し、使用頻度が低いためお譲りします。全体的に綺麗ですが、一番後ろの２つの写真は、少し目立つ傷がある箇所です。初期化して発送しますので届いてすぐに使用できます。","75,000",https://jp.mercari.com/item/m56396795365,https://static.mercdn.net/item/detail/orig/photos/m56396795365_1.jpg?1722349526,setsu
67,574) MacBook Pro 13インチ 2020 i7-32GB-1TB,"574) Apple MacBook Pro 13インチ 2020 Core i7 2.3GHz/RAM32GB/SSD1TB(140574)

擦れ・傷がございます品です。
パームレスト部に一部目立つ擦れや傷がございます。
キーボードは一部に若干のテカリがございます。
初期化済みでOSは最新版のMac OS 14.5 Sonomaです。
アクティベーションロック解除確認済みです。
動作は快調で、現状特に気になる点はございません。正常に使用できます。
動作確認のため下記の情報で初期化後に一度セットアップしております。
到着後、電源を入れればすぐにお使いいただける状態です。

ユーザー名：USER
パスワード：1234

出品物は本体のみです。ACアダプターは別途ご用意ください。
USB TYPE-C接続です。

バッテリーは「正常」表示、充放電回数 742回、完全充電時の容量 4120mAhです。

＊バッテリーは出品掲載時の情報となります。出荷までにステータスや回数が変更となる可能性がございます。消耗部品につき保証対象外とさせていただいております。
＊液晶表示につきましては経年劣化による若干の色ムラ・照度ムラがある場合がございます。

商品到着後3日間を初期不良期間として対応させて頂きます。
底面に一箇所セキュリティシールを貼っております。剥がした場合は保証対応出来ませんので、動作確認が済むまで剥がさないようにご注意ください。


【商品スペック】
■メーカー：Apple
■商品名：MacBook Pro
■モニター：Retina 13.3 インチ （2560x1600）
■OS：Mac OS 14.5 Sonoma
■CPU：Core i7-2.3GHz
■SSD：フラッシュストレージ 1TB
■メモリ：32GB
■グラフィック：Intel Iris Plus Graphics
■キーボード ： 日本語（JIS）配列 （バックライト付き）

＊ご希望があれば下記のOfficeソフトをインストールして出荷させて頂きます。
LibreOffice（リブレオフィス）

Microsoft Office と互換性のあるオフィスソフトです。
Word/Excel/Powerpoint/Accessファイルを互換使用可能です。","69,600",https://jp.mercari.com/item/m52247007970,https://static.mercdn.net/item/detail/orig/photos/m52247007970_1.jpg?1716011011,mainn_1234
